trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
39,False,"{'a': 0.001, 'e': 0.8829999999999999}",20,11,-19.684289964586615,"{0: 5, 1: 2, 2: 2, 3: 0, 4: 0}",1
40,False,"{'a': 0.001, 'e': 0.8799999999999999}",20,0,-52.085880803174334,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
41,False,"{'a': 0.001, 'e': 0.8769999999999999}",20,0,-69.85581838032348,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
42,False,"{'a': 0.001, 'e': 0.8739999999999999}",25,0,-140.46848454172417,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
43,False,"{'a': 0.001, 'e': 0.8709999999999999}",20,0,-78.64961685482717,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
44,False,"{'a': 0.001, 'e': 0.8679999999999999}",25,0,-195.33728167323613,"{0: 15, 1: 0, 2: 5, 3: 2, 4: 3}",0
45,False,"{'a': 0.001, 'e': 0.8649999999999999}",20,4,-54.71403259285585,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
46,False,"{'a': 0.001, 'e': 0.8619999999999999}",30,0,-203.81167504196915,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
47,False,"{'a': 0.001, 'e': 0.8589999999999999}",25,8,-46.225292844623766,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 0}",1
48,False,"{'a': 0.001, 'e': 0.8559999999999999}",20,0,-72.13175622042377,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
49,False,"{'a': 0.001, 'e': 0.8529999999999999}",25,0,-93.4675986596067,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
50,False,"{'a': 0.001, 'e': 0.8499999999999999}",20,1,-38.30342179116516,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 0}",1
51,False,"{'a': 0.001, 'e': 0.8469999999999999}",25,5,-68.85279914819911,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",1
52,False,"{'a': 0.001, 'e': 0.8439999999999999}",25,4,-92.6005978812617,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 1}",1
53,False,"{'a': 0.001, 'e': 0.8409999999999999}",30,0,-72.96622256787269,"{0: 24, 1: 0, 2: 4, 3: 1, 4: 1}",0
54,False,"{'a': 0.001, 'e': 0.8379999999999999}",20,0,-12.7710265938936,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
55,False,"{'a': 0.001, 'e': 0.8349999999999999}",20,0,-137.29866058697866,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
56,False,"{'a': 0.001, 'e': 0.8319999999999999}",20,2,-47.93981669720165,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
57,False,"{'a': 0.001, 'e': 0.8289999999999998}",20,0,-109.2722202108095,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
58,False,"{'a': 0.001, 'e': 0.8259999999999998}",25,0,-14.117488944465507,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
59,False,"{'a': 0.001, 'e': 0.8229999999999998}",20,10,-19.528276358298093,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
60,False,"{'a': 0.001, 'e': 0.8199999999999998}",25,0,-68.22028371863016,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
61,False,"{'a': 0.001, 'e': 0.8169999999999998}",20,0,-24.174508463759217,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
62,False,"{'a': 0.001, 'e': 0.8139999999999998}",30,0,-57.54674325464181,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
63,False,"{'a': 0.001, 'e': 0.8109999999999998}",20,0,-127.01691145262507,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
64,False,"{'a': 0.001, 'e': 0.8079999999999998}",25,0,-118.41584698250098,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
65,False,"{'a': 0.001, 'e': 0.8049999999999998}",30,0,-48.79257975169442,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
